Vehicle density = 84.0000, RRI = 15.0000, Vehicle speed = 42.8571, AoI = 59.8376
Vehicle density = 84.0000, RRI = 15.0000, Vehicle speed = 42.8571, AoI = 59.8376
Vehicle density = 84.0000, RRI = 15.0000, Vehicle speed = 42.8571, AoI = 59.8376
Vehicle density = 84.0000, RRI = 15.0000, Vehicle speed = 42.8571, AoI = 59.8376
Vehicle density = 84.0000, RRI = 15.0000, Vehicle speed = 42.8571, AoI = 59.8376
Vehicle density = 84.0000, RRI = 16.0000, Vehicle speed = 42.8571, AoI = 61.6317
Vehicle density = 84.0000, RRI = 15.0000, Vehicle speed = 42.8571, AoI = 59.8376
Vehicle density = 84.0000, RRI = 15.0000, Vehicle speed = 42.8571, AoI = 59.8376
Vehicle density = 84.0000, RRI = 15.0000, Vehicle speed = 42.8571, AoI = 59.8376
Vehicle density = 84.0000, RRI = 15.0000, Vehicle speed = 42.8571, AoI = 59.8376
Vehicle density = 84.0000, RRI = 15.0000, Vehicle speed = 42.8571, AoI = 59.8376
Vehicle density = 84.0000, RRI = 15.0000, Vehicle speed = 42.8571, AoI = 59.8376
Vehicle density = 84.0000, RRI = 15.0000, Vehicle speed = 42.8571, AoI = 59.8376
Vehicle density = 83.0000, RRI = 15.0000, Vehicle speed = 43.3735, AoI = 60.7317
Vehicle density = 84.0000, RRI = 15.0000, Vehicle speed = 42.8571, AoI = 59.8376
Vehicle density = 84.0000, RRI = 15.0000, Vehicle speed = 42.8571, AoI = 59.8376
Vehicle density = 84.0000, RRI = 15.0000, Vehicle speed = 42.8571, AoI = 59.8376
Vehicle density = 85.0000, RRI = 15.0000, Vehicle speed = 42.3529, AoI = 63.5314
Vehicle density = 84.0000, RRI = 15.0000, Vehicle speed = 42.8571, AoI = 59.8376
Vehicle density = 84.0000, RRI = 15.0000, Vehicle speed = 42.8571, AoI = 59.8376
Vehicle density = 84.0000, RRI = 15.0000, Vehicle speed = 42.8571, AoI = 59.8376
Vehicle density = 84.0000, RRI = 15.0000, Vehicle speed = 42.8571, AoI = 59.8376
Vehicle density = 84.0000, RRI = 15.0000, Vehicle speed = 42.8571, AoI = 59.8376
Vehicle density = 84.0000, RRI = 15.0000, Vehicle speed = 42.8571, AoI = 59.8376
Vehicle density = 84.0000, RRI = 15.0000, Vehicle speed = 42.8571, AoI = 59.8376
Vehicle density = 83.0000, RRI = 15.0000, Vehicle speed = 43.3735, AoI = 60.7317
Vehicle density = 84.0000, RRI = 15.0000, Vehicle speed = 42.8571, AoI = 59.8376
Vehicle density = 85.0000, RRI = 15.0000, Vehicle speed = 42.3529, AoI = 63.5314
Vehicle density = 84.0000, RRI = 15.0000, Vehicle speed = 42.8571, AoI = 59.8376
Vehicle density = 84.0000, RRI = 15.0000, Vehicle speed = 42.8571, AoI = 59.8376
Vehicle density = 84.0000, RRI = 15.0000, Vehicle speed = 42.8571, AoI = 59.8376
Vehicle density = 83.0000, RRI = 15.0000, Vehicle speed = 43.3735, AoI = 60.7317
Vehicle density = 84.0000, RRI = 15.0000, Vehicle speed = 42.8571, AoI = 59.8376
Vehicle density = 84.0000, RRI = 15.0000, Vehicle speed = 42.8571, AoI = 59.8376
Vehicle density = 84.0000, RRI = 15.0000, Vehicle speed = 42.8571, AoI = 59.8376
Vehicle density = 84.0000, RRI = 15.0000, Vehicle speed = 42.8571, AoI = 59.8376
Vehicle density = 84.0000, RRI = 15.0000, Vehicle speed = 42.8571, AoI = 59.8376
Vehicle density = 84.0000, RRI = 15.0000, Vehicle speed = 42.8571, AoI = 59.8376
Vehicle density = 84.0000, RRI = 15.0000, Vehicle speed = 42.8571, AoI = 59.8376
Vehicle density = 84.0000, RRI = 15.0000, Vehicle speed = 42.8571, AoI = 59.8376
Vehicle density = 83.0000, RRI = 15.0000, Vehicle speed = 43.3735, AoI = 60.7317
Vehicle density = 84.0000, RRI = 15.0000, Vehicle speed = 42.8571, AoI = 59.8376
Vehicle density = 84.0000, RRI = 15.0000, Vehicle speed = 42.8571, AoI = 59.8376
Vehicle density = 84.0000, RRI = 15.0000, Vehicle speed = 42.8571, AoI = 59.8376
Vehicle density = 83.0000, RRI = 15.0000, Vehicle speed = 43.3735, AoI = 60.7317
